# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.400000,0.552605,0.000000,-0.000000,-71.300333,155.393555,-0.802647,-80.886411,-88.130484,0.244022,0.000000,0.000000,68.237903,-219.837157,71.565598,130.890120,92.856243,0.499992,0.000000,0.000000,0.001219,-0.000861,-0.000758,-0.000398,-0.000157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,-0.516464,-2.042687,13.091759,-6.454399,-7.123347,4.007104,-4.555325,-8.893826,0.404510,-3.659459,-13.126592,81.741955,-119.272023,13.452934,52.799662,45.275235,0.500038,0.000239,-0.000035,-0.002021,0.000588,0.000986,0.000794,0.000515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,0.173506,3.487058,-2.589160,-25.240072,18.079245,18.288122,3.141762,-6.093860,-0.553203,0.805886,9.083546,20.581591,-96.665566,14.316195,63.092775,62.843225,0.500028,-0.000419,-0.000850,0.001975,0.000606,-0.000459,-0.000837,-0.000791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,0.191683,-3.712031,-3.920759,31.509073,-21.385806,-2.972827,-0.827003,-3.041545,0.573090,0.716236,-12.113691,25.888879,-55.974365,16.406675,54.839154,54.232883,0.499856,-0.000129,0.001317,0.000430,-0.001318,-0.000701,-0.000237,-0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,-0.490159,2.282410,10.485522,-11.248528,-60.740604,32.651468,69.183479,64.454506,-0.373181,-3.853155,8.438320,81.367355,-236.522342,15.083225,177.867521,200.092588,0.500001,0.000689,0.000027,-0.003110,0.001364,0.002212,0.001854,0.001249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
